asset,lambda,m,label,t,w
SPX,1.8,0.1,high_lambda_low_m,123,0.8793691454621138
SPX,1.8,0.1,high_lambda_low_m,124,0.864508797615848
SPX,1.8,0.1,high_lambda_low_m,125,0.8645071201884696
SPX,1.8,0.1,high_lambda_low_m,126,0.8645070159443744
SPX,1.8,0.1,high_lambda_low_m,127,0.8645069783208795
SPX,1.8,0.1,high_lambda_low_m,128,0.8645069647773876
SPX,1.8,0.1,high_lambda_low_m,129,0.8645069666834235
SPX,1.8,0.1,high_lambda_low_m,130,0.8645069850647679
SPX,1.8,0.1,high_lambda_low_m,131,0.8645067881734686
SPX,1.8,0.1,high_lambda_low_m,132,0.8645066497662612
SPX,1.8,0.1,high_lambda_low_m,133,0.8645065466702334
SPX,1.8,0.1,high_lambda_low_m,134,0.8645064668131309
SPX,1.8,0.1,high_lambda_low_m,135,0.8645064033077989
SPX,1.8,0.1,high_lambda_low_m,136,0.8645063791415669
SPX,1.8,0.1,high_lambda_low_m,137,0.8645063733876486
SPX,1.8,0.1,high_lambda_low_m,138,0.8645063707335922
SPX,1.8,0.1,high_lambda_low_m,139,0.8645063711149118
SPX,1.8,0.1,high_lambda_low_m,140,0.8645063875123586
SPX,1.8,0.1,high_lambda_low_m,141,0.8645064308755793
SPX,1.8,0.1,high_lambda_low_m,142,0.8645065558518282
SPX,1.8,0.1,high_lambda_low_m,143,0.8986823949558745
SPX,1.8,0.1,high_lambda_low_m,144,0.8986824460716212
SPX,1.8,0.1,high_lambda_low_m,145,0.8986824517177089
SPX,1.8,0.1,high_lambda_low_m,146,0.8986824265439485
SPX,1.8,0.1,high_lambda_low_m,147,0.8986826031263315
SPX,1.8,0.1,high_lambda_low_m,148,0.8986826283289747
SPX,1.8,0.1,high_lambda_low_m,149,0.8986826226968896
SPX,1.8,0.1,high_lambda_low_m,150,0.8986825715978547
SPX,1.8,0.1,high_lambda_low_m,151,0.8753908035526445
SPX,1.8,0.1,high_lambda_low_m,152,0.8753907395989247
SPX,1.8,0.1,high_lambda_low_m,153,0.875390726682609
SPX,1.8,0.1,high_lambda_low_m,154,0.8753907387412431
SPX,1.8,0.1,high_lambda_low_m,155,0.8752521162578422
SPX,1.8,0.1,high_lambda_low_m,156,0.8752520438544295
SPX,1.8,0.1,high_lambda_low_m,157,0.8752520309385248
SPX,1.8,0.1,high_lambda_low_m,158,0.8752520437847586
SPX,1.8,0.1,high_lambda_low_m,159,0.8654687349096217
SPX,1.8,0.1,high_lambda_low_m,160,0.8654682635225305
SPX,1.8,0.1,high_lambda_low_m,161,0.8654680516644254
SPX,1.8,0.1,high_lambda_low_m,162,0.8654679984087329
SPX,1.8,0.1,high_lambda_low_m,163,0.8654679801590289
SPX,1.8,1.0,high_lambda_high_m,1,0.8619286509073137
SPX,1.8,1.0,high_lambda_high_m,2,0.8621097918039017
SPX,1.8,1.0,high_lambda_high_m,3,0.8622088484007603
SPX,1.8,1.0,high_lambda_high_m,4,0.8622795135410354
SPX,1.8,1.0,high_lambda_high_m,5,0.862335579687504
SPX,1.8,1.0,high_lambda_high_m,6,0.8623826920268193
SPX,1.8,1.0,high_lambda_high_m,7,0.8624237303376779
SPX,1.8,1.0,high_lambda_high_m,8,0.8624603701679467
SPX,1.8,1.0,high_lambda_high_m,9,0.8624936762600166
SPX,1.8,1.0,high_lambda_high_m,10,0.862524369585115
SPX,1.8,1.0,high_lambda_high_m,11,0.862552962415352
SPX,1.8,1.0,high_lambda_high_m,12,0.8625798328014351
SPX,1.8,1.0,high_lambda_high_m,13,0.8626052684593454
SPX,1.8,1.0,high_lambda_high_m,14,0.8626294940349367
SPX,1.8,1.0,high_lambda_high_m,15,0.8626526887899231
SPX,1.8,1.0,high_lambda_high_m,16,0.8626749984957096
SPX,1.8,1.0,high_lambda_high_m,17,0.8626965436808476
SPX,1.8,1.0,high_lambda_high_m,18,0.8627174255032397
SPX,1.8,1.0,high_lambda_high_m,19,0.862737730029167
SPX,1.8,1.0,high_lambda_high_m,20,0.862757531416362
SPX,1.8,1.0,high_lambda_high_m,21,0.8627768943264571
SPX,1.8,1.0,high_lambda_high_m,22,0.8627958757851502
SPX,1.8,1.0,high_lambda_high_m,23,0.8628145266399887
SPX,1.8,1.0,high_lambda_high_m,24,0.8628328927208532
SPX,1.8,1.0,high_lambda_high_m,25,0.8628510157782269
SPX,1.8,1.0,high_lambda_high_m,26,0.8628689342539186
SPX,1.8,1.0,high_lambda_high_m,27,0.8628866839247714
SPX,1.8,1.0,high_lambda_high_m,28,0.862904298449994
SPX,1.8,1.0,high_lambda_high_m,29,0.8629218098457601
SPX,1.8,1.0,high_lambda_high_m,30,0.8629392489057732
SPX,1.8,1.0,high_lambda_high_m,31,0.8629566455830051
SPX,1.8,1.0,high_lambda_high_m,32,0.8629740293454274
SPX,1.8,1.0,high_lambda_high_m,33,0.8629914295170025
SPX,1.8,1.0,high_lambda_high_m,34,0.863008875614344
SPX,1.8,1.0,high_lambda_high_m,35,0.8630263976892021
SPX,1.8,1.0,high_lambda_high_m,36,0.863044026687267
SPX,1.8,1.0,high_lambda_high_m,37,0.8630617948347338
SPX,1.8,1.0,high_lambda_high_m,38,0.8630797360657262
SPX,1.8,1.0,high_lambda_high_m,39,0.8630978865062064
SPX,1.8,1.0,high_lambda_high_m,40,0.863116285033654
SPX,1.8,1.0,high_lambda_high_m,41,0.8631349739369768
SPX,1.8,1.0,high_lambda_high_m,42,0.863153999708427
SPX,1.8,1.0,high_lambda_high_m,43,0.8631734140096274
SPX,1.8,1.0,high_lambda_high_m,44,0.8631932748685789
SPX,1.8,1.0,high_lambda_high_m,45,0.8632136481858522
SPX,1.8,1.0,high_lambda_high_m,46,0.8632346096595316
SPX,1.8,1.0,high_lambda_high_m,47,0.8632562472853923
SPX,1.8,1.0,high_lambda_high_m,48,0.8632786646605359
SPX,1.8,1.0,high_lambda_high_m,49,0.8633019854310282
SPX,1.8,1.0,high_lambda_high_m,50,0.8633263594048503
SPX,1.8,1.0,high_lambda_high_m,51,0.8633519711515152
SPX,1.8,1.0,high_lambda_high_m,52,0.8633790524257857
SPX,1.8,1.0,high_lambda_high_m,53,0.8634079006778322
SPX,1.8,1.0,high_lambda_high_m,54,0.8634389076514675
SPX,1.8,1.0,high_lambda_high_m,55,0.8634726055350845
SPX,1.8,1.0,high_lambda_high_m,56,0.8635097455176175
SPX,1.8,1.0,high_lambda_high_m,57,0.86355144076602
SPX,1.8,1.0,high_lambda_high_m,58,0.8635994502932693
SPX,1.8,1.0,high_lambda_high_m,59,0.8636568131132952
SPX,1.8,1.0,high_lambda_high_m,60,0.8637295284241261
SPX,1.8,1.0,high_lambda_high_m,61,0.8638324063683464
SPX,1.8,1.0,high_lambda_high_m,62,0.8640239106417416
SPX,1.8,1.0,high_lambda_high_m,63,0.8698821436660975
SPX,1.8,1.0,high_lambda_high_m,64,0.8698823323349006
SPX,1.8,1.0,high_lambda_high_m,65,0.8698825855234232
SPX,1.8,1.0,high_lambda_high_m,66,0.8698830994649437
SPX,1.8,1.0,high_lambda_high_m,67,0.8698832216212996
SPX,1.8,1.0,high_lambda_high_m,68,0.8698833677362421
SPX,1.8,1.0,high_lambda_high_m,69,0.8698835459745493
SPX,1.8,1.0,high_lambda_high_m,70,0.8698836210620166
SPX,1.8,1.0,high_lambda_high_m,71,0.8698836621246274
SPX,1.8,1.0,high_lambda_high_m,72,0.8698837073478594
SPX,1.8,1.0,high_lambda_high_m,73,0.8698837616196049
SPX,1.8,1.0,high_lambda_high_m,74,0.869883827550874
SPX,1.8,1.0,high_lambda_high_m,75,0.8698839089942376
SPX,1.8,1.0,high_lambda_high_m,76,0.8698840119703866
SPX,1.8,1.0,high_lambda_high_m,77,0.8698840765678859
SPX,1.8,1.0,high_lambda_high_m,78,0.8698841484033298
SPX,1.8,1.0,high_lambda_high_m,79,0.8698842373450383
SPX,1.8,1.0,high_lambda_high_m,80,0.8698843502726571
SPX,1.8,1.0,high_lambda_high_m,81,0.8698844990827675
SPX,1.8,1.0,high_lambda_high_m,82,0.8698847071206013
SPX,1.8,1.0,high_lambda_high_m,83,0.8698849619774018
SPX,1.8,1.0,high_lambda_high_m,84,0.8698852830534312
SPX,1.8,1.0,high_lambda_high_m,85,0.8698859021496714
SPX,1.8,1.0,high_lambda_high_m,86,0.8698869024494801
SPX,1.8,1.0,high_lambda_high_m,87,0.876194634780497
SPX,1.8,1.0,high_lambda_high_m,88,0.8761948628617896
SPX,1.8,1.0,high_lambda_high_m,89,0.8761949600130231
SPX,1.8,1.0,high_lambda_high_m,90,0.8761950877601243
SPX,1.8,1.0,high_lambda_high_m,91,0.8761951547061646
SPX,1.8,1.0,high_lambda_high_m,92,0.8761951952383202
SPX,1.8,1.0,high_lambda_high_m,93,0.8761952212053882
SPX,1.8,1.0,high_lambda_high_m,94,0.8761952378683874
SPX,1.8,1.0,high_lambda_high_m,95,0.8761952478169626
SPX,1.8,1.0,high_lambda_high_m,96,0.8761952600393002
SPX,1.8,1.0,high_lambda_high_m,97,0.8761952759568652
SPX,1.8,1.0,high_lambda_high_m,98,0.8761952878691339
SPX,1.8,1.0,high_lambda_high_m,99,0.8761953034203201
SPX,1.8,1.0,high_lambda_high_m,100,0.8761953232526936
SPX,1.8,1.0,high_lambda_high_m,101,0.8761953482879261
SPX,1.8,1.0,high_lambda_high_m,102,0.876195379863927
SPX,1.8,1.0,high_lambda_high_m,103,0.876195404307754
SPX,1.8,1.0,high_lambda_high_m,104,0.8761954198767564
SPX,1.8,1.0,high_lambda_high_m,105,0.8761954289467079
SPX,1.8,1.0,high_lambda_high_m,106,0.876195440178049
SPX,1.8,1.0,high_lambda_high_m,107,0.8761954537600973
SPX,1.8,1.0,high_lambda_high_m,108,0.876195469935775
SPX,1.8,1.0,high_lambda_high_m,109,0.87619547946771
SPX,1.8,1.0,high_lambda_high_m,110,0.8761954835963294
SPX,1.8,1.0,high_lambda_high_m,111,0.8761954895725792
SPX,1.8,1.0,high_lambda_high_m,112,0.876195497485505
SPX,1.8,1.0,high_lambda_high_m,113,0.8761955001958447
SPX,1.8,1.0,high_lambda_high_m,114,0.8761954980181577
SPX,1.8,1.0,high_lambda_high_m,115,0.8761954975893645
SPX,1.8,1.0,high_lambda_high_m,116,0.8761954921788937
SPX,1.8,1.0,high_lambda_high_m,117,0.876195481140836
SPX,1.8,1.0,high_lambda_high_m,118,0.8761954629878601
SPX,1.8,1.0,high_lambda_high_m,119,0.8761954476369411
SPX,1.8,1.0,high_lambda_high_m,120,0.8761954347996679
SPX,1.8,1.0,high_lambda_high_m,121,0.8761954142186196
SPX,1.8,1.0,high_lambda_high_m,122,0.8761953967332182
SPX,1.8,1.0,high_lambda_high_m,123,0.8761953819919602
SPX,1.8,1.0,high_lambda_high_m,124,0.8761953587603987
SPX,1.8,1.0,high_lambda_high_m,125,0.8761953389760777
SPX,1.8,1.0,high_lambda_high_m,126,0.8761953234537477
SPX,1.8,1.0,high_lambda_high_m,127,0.8761953115566089
SPX,1.8,1.0,high_lambda_high_m,128,0.8761953028414641
SPX,1.8,1.0,high_lambda_high_m,129,0.8761952970073257
SPX,1.8,1.0,high_lambda_high_m,130,0.8761952938635211
SPX,1.8,1.0,high_lambda_high_m,131,0.8761952877710377
SPX,1.8,1.0,high_lambda_high_m,132,0.8761952835629148
SPX,1.8,1.0,high_lambda_high_m,133,0.8761952811756186
SPX,1.8,1.0,high_lambda_high_m,134,0.8761952805737446
SPX,1.8,1.0,high_lambda_high_m,135,0.876195281748477
SPX,1.8,1.0,high_lambda_high_m,136,0.8761952855328952
SPX,1.8,1.0,high_lambda_high_m,137,0.8761952920475636
SPX,1.8,1.0,high_lambda_high_m,138,0.8761953005672656
SPX,1.8,1.0,high_lambda_high_m,139,0.8761953112305418
SPX,1.8,1.0,high_lambda_high_m,140,0.8761953253362663
SPX,1.8,1.0,high_lambda_high_m,141,0.8761953434420587
SPX,1.8,1.0,high_lambda_high_m,142,0.8761953663465875
SPX,1.8,1.0,high_lambda_high_m,143,0.8761953952016719
SPX,1.8,1.0,high_lambda_high_m,144,0.8761954137713377
SPX,1.8,1.0,high_lambda_high_m,145,0.8761954251345963
SPX,1.8,1.0,high_lambda_high_m,146,0.8761954308293153
SPX,1.8,1.0,high_lambda_high_m,147,0.8761954384561662
SPX,1.8,1.0,high_lambda_high_m,148,0.8761954409246966
SPX,1.8,1.0,high_lambda_high_m,149,0.8761954385186345
SPX,1.8,1.0,high_lambda_high_m,150,0.876195430961927
SPX,1.8,1.0,high_lambda_high_m,151,0.876195417319857
SPX,1.8,1.0,high_lambda_high_m,152,0.8761954060389799
SPX,1.8,1.0,high_lambda_high_m,153,0.8761953969276485
SPX,1.8,1.0,high_lambda_high_m,154,0.8761953898386166
SPX,1.8,1.0,high_lambda_high_m,155,0.8761953767861211
SPX,1.8,1.0,high_lambda_high_m,156,0.8761953660515153
SPX,1.8,1.0,high_lambda_high_m,157,0.8761953574535918
SPX,1.8,1.0,high_lambda_high_m,158,0.8761953508539903
SPX,1.8,1.0,high_lambda_high_m,159,0.876195338411182
SPX,1.8,1.0,high_lambda_high_m,160,0.8761953282425535
SPX,1.8,1.0,high_lambda_high_m,161,0.8761953201776104
SPX,1.8,1.0,high_lambda_high_m,162,0.8761953149407664
SPX,1.8,1.0,high_lambda_high_m,163,0.876195312362763
CMC200,0.3,0.1,g_mean,1,0.8795906416603894
CMC200,0.3,0.1,g_mean,2,0.880330197522769
CMC200,0.3,0.1,g_mean,3,0.8806586570706451
CMC200,0.3,0.1,g_mean,4,0.8808558024132741
CMC200,0.3,0.1,g_mean,5,0.8809897950456486
CMC200,0.3,0.1,g_mean,6,0.8810873714924427
CMC200,0.3,0.1,g_mean,7,0.8811615551371679
CMC200,0.3,0.1,g_mean,8,0.8812196048831713
CMC200,0.3,0.1,g_mean,9,0.8812659604038023
CMC200,0.3,0.1,g_mean,10,0.8813035247984969
CMC200,0.3,0.1,g_mean,11,0.8813342936014396
CMC200,0.3,0.1,g_mean,12,0.881359692479388
CMC200,0.3,0.1,g_mean,13,0.8813807718300012
CMC200,0.3,0.1,g_mean,14,0.8813983255243959
CMC200,0.3,0.1,g_mean,15,0.8814129668500459
CMC200,0.3,0.1,g_mean,16,0.8814251789680044
CMC200,0.3,0.1,g_mean,17,0.8814353494624809
CMC200,0.3,0.1,g_mean,18,0.8814437945503437
CMC200,0.3,0.1,g_mean,19,0.881450776332443
CMC200,0.3,0.1,g_mean,20,0.8814565152201351
CMC200,0.3,0.1,g_mean,21,0.8814611989281249
CMC200,0.3,0.1,g_mean,22,0.8814649889697997
CMC200,0.3,0.1,g_mean,23,0.881468025305819
CMC200,0.3,0.1,g_mean,24,0.8814704296136587
CMC200,0.3,0.1,g_mean,25,0.8814723075252304
CMC200,0.3,0.1,g_mean,26,0.8814737500974953
CMC200,0.3,0.1,g_mean,27,0.8814748347226464
CMC200,0.3,0.1,g_mean,28,0.8814756256411278
CMC200,0.3,0.1,g_mean,29,0.8814761741871189
CMC200,0.3,0.1,g_mean,30,0.8814765188686972
CMC200,0.3,0.1,g_mean,31,0.881476685361414
CMC200,0.3,0.1,g_mean,32,0.8814766864729233
CMC200,0.3,0.1,g_mean,33,0.881476522116528
CMC200,0.3,0.1,g_mean,34,0.8814761793123903
CMC200,0.3,0.1,g_mean,35,0.8814756322162688
CMC200,0.3,0.1,g_mean,36,0.8814748421567488
CMC200,0.3,0.1,g_mean,37,0.8814737576427287
CMC200,0.3,0.1,g_mean,38,0.8814723142830311
CMC200,0.3,0.1,g_mean,39,0.8814704345387204
CMC200,0.3,0.1,g_mean,40,0.8814680272049956
CMC200,0.3,0.1,g_mean,41,0.8814649864918096
CMC200,0.3,0.1,g_mean,42,0.8814611905384051
CMC200,0.3,0.1,g_mean,43,0.881456499153346
CMC200,0.3,0.1,g_mean,44,0.8814507505130558
CMC200,0.3,0.1,g_mean,45,0.8814437564697134
CMC200,0.3,0.1,g_mean,46,0.8814352959993429
CMC200,0.3,0.1,g_mean,47,0.8814251061396626
CMC200,0.3,0.1,g_mean,48,0.8814128694864938
CMC200,0.3,0.1,g_mean,49,0.881398196874099
CMC200,0.3,0.1,g_mean,50,0.8813806031502429
CMC200,0.3,0.1,g_mean,51,0.8813594727721027
CMC200,0.3,0.1,g_mean,52,0.8813340099027743
CMC200,0.3,0.1,g_mean,53,0.8813031639609593
CMC200,0.3,0.1,g_mean,54,0.8812655143730692
CMC200,0.3,0.1,g_mean,55,0.8812190834726777
CMC200,0.3,0.1,g_mean,56,0.881161014017739
CMC200,0.3,0.1,g_mean,57,0.8810869710391168
CMC200,0.3,0.1,g_mean,58,0.8809899291199266
CMC200,0.3,0.1,g_mean,59,0.8808574263549651
CMC200,0.3,0.1,g_mean,60,0.8806643118971419
CMC200,0.3,0.1,g_mean,61,0.8803479821019654
CMC200,0.3,0.1,g_mean,62,0.8796697657171804
CMC200,0.3,0.1,g_mean,63,0.8145007675470046
CMC200,0.3,0.1,g_mean,64,0.8145007480238695
CMC200,0.3,0.1,g_mean,65,0.8144999325438009
CMC200,0.3,0.1,g_mean,66,0.8037737125087743
CMC200,0.3,0.1,g_mean,67,0.8037734462103993
CMC200,0.3,0.1,g_mean,68,0.8037714496369613
CMC200,0.3,0.1,g_mean,69,0.8034751232670057
CMC200,0.3,0.1,g_mean,70,0.8034750196342998
CMC200,0.3,0.1,g_mean,71,0.87668082062596
CMC200,0.3,0.1,g_mean,72,0.8770028012338145
CMC200,0.3,0.1,g_mean,73,0.877010063217021
CMC200,0.3,0.1,g_mean,74,0.8770121320997782
CMC200,0.3,0.1,g_mean,75,0.8770130037329936
CMC200,0.3,0.1,g_mean,76,0.8770130479140409
CMC200,0.3,0.1,g_mean,77,0.8775901732457884
CMC200,0.3,0.1,g_mean,78,0.8777854680578002
CMC200,0.3,0.1,g_mean,79,0.8777946615571784
CMC200,0.3,0.1,g_mean,80,0.8777966673225982
CMC200,0.3,0.1,g_mean,81,0.8777972888058932
CMC200,0.3,0.1,g_mean,82,0.8777973418279552
CMC200,0.3,0.1,g_mean,83,0.8777972644069141
CMC200,0.3,0.1,g_mean,84,0.8777970597759256
CMC200,0.3,0.1,g_mean,85,0.8777961637177533
CMC200,0.3,0.1,g_mean,86,0.8777946650556185
CMC200,0.3,0.1,g_mean,87,0.7125352999435094
CMC200,0.3,0.1,g_mean,88,0.7125341387663525
CMC200,0.3,0.1,g_mean,89,0.712533991609538
CMC200,0.3,0.1,g_mean,90,0.6984753589770936
CMC200,0.3,0.1,g_mean,91,0.69847328146797
CMC200,0.3,0.1,g_mean,92,0.6984729177481827
CMC200,0.3,0.1,g_mean,93,0.6984731294151934
CMC200,0.3,0.1,g_mean,94,0.698474384440689
CMC200,0.3,0.1,g_mean,95,0.8263523048699553
CMC200,0.3,0.1,g_mean,96,0.8263546120863042
CMC200,0.3,0.1,g_mean,97,0.8263548529348601
CMC200,0.3,0.1,g_mean,98,0.8390296808774714
CMC200,0.3,0.1,g_mean,99,0.8390310192423971
CMC200,0.3,0.1,g_mean,100,0.8390310885213853
CMC200,0.3,0.1,g_mean,101,0.8390302515914421
CMC200,0.3,0.1,g_mean,102,0.7596338953528335
CMC200,0.3,0.1,g_mean,103,0.7596332988368311
CMC200,0.3,0.1,g_mean,104,0.7596339819898434
CMC200,0.3,0.1,g_mean,105,0.7653300491979952
CMC200,0.3,0.1,g_mean,106,0.7653307673857697
CMC200,0.3,0.1,g_mean,107,0.7653302115598658
CMC200,0.3,0.1,g_mean,108,0.7562275408076982
CMC200,0.3,0.1,g_mean,109,0.7562268384751415
CMC200,0.3,0.1,g_mean,110,0.7562273422159811
CMC200,0.3,0.1,g_mean,111,0.7562268246674558
CMC200,0.3,0.1,g_mean,112,0.7300785017272104
CMC200,0.3,0.1,g_mean,113,0.7300777349180452
CMC200,0.3,0.1,g_mean,114,0.7300778875831319
CMC200,0.3,0.1,g_mean,115,0.7300752474907617
CMC200,0.3,0.1,g_mean,116,0.7300750440026854
CMC200,0.3,0.1,g_mean,117,0.7300757330955744
CMC200,0.3,0.1,g_mean,118,0.7989770782181852
CMC200,0.3,0.1,g_mean,119,0.7989786207923739
CMC200,0.3,0.1,g_mean,120,0.7989789629822742
CMC200,0.3,0.1,g_mean,121,0.8010418022556158
CMC200,0.3,0.1,g_mean,122,0.8010439789071029
CMC200,0.3,0.1,g_mean,123,0.8010441778748463
CMC200,0.3,0.1,g_mean,124,0.8805202431296072
CMC200,0.3,0.1,g_mean,125,0.8812410086027992
CMC200,0.3,0.1,g_mean,126,0.8812510071938636
CMC200,0.3,0.1,g_mean,127,0.8812536387927782
CMC200,0.3,0.1,g_mean,128,0.8812547358355436
CMC200,0.3,0.1,g_mean,129,0.8812552263710619
CMC200,0.3,0.1,g_mean,130,0.8812549897637683
CMC200,0.3,0.1,g_mean,131,0.8813154219164516
CMC200,0.3,0.1,g_mean,132,0.8813605435383617
CMC200,0.3,0.1,g_mean,133,0.8813934925050069
CMC200,0.3,0.1,g_mean,134,0.8814172539656475
CMC200,0.3,0.1,g_mean,135,0.881433982460752
CMC200,0.3,0.1,g_mean,136,0.8814371432327356
CMC200,0.3,0.1,g_mean,137,0.8814381204502442
CMC200,0.3,0.1,g_mean,138,0.8814388398707264
CMC200,0.3,0.1,g_mean,139,0.8814393507378342
CMC200,0.3,0.1,g_mean,140,0.881439357125719
CMC200,0.3,0.1,g_mean,141,0.8814388680738852
CMC200,0.3,0.1,g_mean,142,0.8814371245749851
CMC200,0.3,0.1,g_mean,143,0.7037550965861236
CMC200,0.3,0.1,g_mean,144,0.7037538480164006
CMC200,0.3,0.1,g_mean,145,0.7037536433360505
CMC200,0.3,0.1,g_mean,146,0.7037540108615985
CMC200,0.3,0.1,g_mean,147,0.7037514343528803
CMC200,0.3,0.1,g_mean,148,0.7037510041642786
CMC200,0.3,0.1,g_mean,149,0.70375117578341
CMC200,0.3,0.1,g_mean,150,0.7037523616079598
CMC200,0.3,0.1,g_mean,151,0.820926660393338
CMC200,0.3,0.1,g_mean,152,0.820929240009279
CMC200,0.3,0.1,g_mean,153,0.8209300574280372
CMC200,0.3,0.1,g_mean,154,0.8209303133737226
CMC200,0.3,0.1,g_mean,155,0.8227280824426242
CMC200,0.3,0.1,g_mean,156,0.8227334053478754
CMC200,0.3,0.1,g_mean,157,0.8227342269485572
CMC200,0.3,0.1,g_mean,158,0.8227342613446176
CMC200,0.3,0.1,g_mean,159,0.8765645822061139
CMC200,0.3,0.1,g_mean,160,0.8767779507309614
CMC200,0.3,0.1,g_mean,161,0.8768319083611245
CMC200,0.3,0.1,g_mean,162,0.8768342166192519
CMC200,0.3,0.1,g_mean,163,0.87683475601805
CMC200,0.3,1.0,low_lambda_high_m,1,0.8353044481347828
CMC200,0.3,1.0,low_lambda_high_m,2,0.8353049318728687
CMC200,0.3,1.0,low_lambda_high_m,3,0.8353050993246609
CMC200,0.3,1.0,low_lambda_high_m,4,0.8353051864520336
CMC200,0.3,1.0,low_lambda_high_m,5,0.8353052410638206
CMC200,0.3,1.0,low_lambda_high_m,6,0.8353052791484004
CMC200,0.3,1.0,low_lambda_high_m,7,0.835305307574264
CMC200,0.3,1.0,low_lambda_high_m,8,0.835305329790904
CMC200,0.3,1.0,low_lambda_high_m,9,0.8353053477297412
CMC200,0.3,1.0,low_lambda_high_m,10,0.8353053625633362
CMC200,0.3,1.0,low_lambda_high_m,11,0.8353053750498263
CMC200,0.3,1.0,low_lambda_high_m,12,0.8353053857049354
CMC200,0.3,1.0,low_lambda_high_m,13,0.8353053948945612
CMC200,0.3,1.0,low_lambda_high_m,14,0.8353054028876414
CMC200,0.3,1.0,low_lambda_high_m,15,0.8353054098877718
CMC200,0.3,1.0,low_lambda_high_m,16,0.8353054160528253
CMC200,0.3,1.0,low_lambda_high_m,17,0.8353054215075222
CMC200,0.3,1.0,low_lambda_high_m,18,0.8353054263517532
CMC200,0.3,1.0,low_lambda_high_m,19,0.8353054306662988
CMC200,0.3,1.0,low_lambda_high_m,20,0.8353054345169278
CMC200,0.3,1.0,low_lambda_high_m,21,0.8353054379574525
CMC200,0.3,1.0,low_lambda_high_m,22,0.8353054410320766
CMC200,0.3,1.0,low_lambda_high_m,23,0.8353054437772358
CMC200,0.3,1.0,low_lambda_high_m,24,0.8353054462230509
CMC200,0.3,1.0,low_lambda_high_m,25,0.8353054483944755
CMC200,0.3,1.0,low_lambda_high_m,26,0.835305450312201
CMC200,0.3,1.0,low_lambda_high_m,27,0.8353054519933674
CMC200,0.3,1.0,low_lambda_high_m,28,0.8353054534521182
CMC200,0.3,1.0,low_lambda_high_m,29,0.8353054547000338
CMC200,0.3,1.0,low_lambda_high_m,30,0.8353054557464653
CMC200,0.3,1.0,low_lambda_high_m,31,0.8353054565987902
CMC200,0.3,1.0,low_lambda_high_m,32,0.835305457262603
CMC200,0.3,1.0,low_lambda_high_m,33,0.8353054577418523
CMC200,0.3,1.0,low_lambda_high_m,34,0.8353054580389299
CMC200,0.3,1.0,low_lambda_high_m,35,0.8353054581547181
CMC200,0.3,1.0,low_lambda_high_m,36,0.8353054580885972
CMC200,0.3,1.0,low_lambda_high_m,37,0.835305457838413
CMC200,0.3,1.0,low_lambda_high_m,38,0.8353054574004027
CMC200,0.3,1.0,low_lambda_high_m,39,0.8353054567690777
CMC200,0.3,1.0,low_lambda_high_m,40,0.835305455937054
CMC200,0.3,1.0,low_lambda_high_m,41,0.835305454894826
CMC200,0.3,1.0,low_lambda_high_m,42,0.8353054536304696
CMC200,0.3,1.0,low_lambda_high_m,43,0.8353054521292621
CMC200,0.3,1.0,low_lambda_high_m,44,0.8353054503731987
CMC200,0.3,1.0,low_lambda_high_m,45,0.8353054483403811
CMC200,0.3,1.0,low_lambda_high_m,46,0.8353054460042455
CMC200,0.3,1.0,low_lambda_high_m,47,0.8353054433325874
CMC200,0.3,1.0,low_lambda_high_m,48,0.8353054402863225
CMC200,0.3,1.0,low_lambda_high_m,49,0.8353054368179014
CMC200,0.3,1.0,low_lambda_high_m,50,0.8353054328692564
CMC200,0.3,1.0,low_lambda_high_m,51,0.8353054283690988
CMC200,0.3,1.0,low_lambda_high_m,52,0.8353054232292948
CMC200,0.3,1.0,low_lambda_high_m,53,0.8353054173399052
CMC200,0.3,1.0,low_lambda_high_m,54,0.8353054105622572
CMC200,0.3,1.0,low_lambda_high_m,55,0.8353054027190842
CMC200,0.3,1.0,low_lambda_high_m,56,0.8353053935802386
CMC200,0.3,1.0,low_lambda_high_m,57,0.8353053828416054
CMC200,0.3,1.0,low_lambda_high_m,58,0.8353053700933327
CMC200,0.3,1.0,low_lambda_high_m,59,0.8353053547707838
CMC200,0.3,1.0,low_lambda_high_m,60,0.8353053360765912
CMC200,0.3,1.0,low_lambda_high_m,61,0.835305312852488
CMC200,0.3,1.0,low_lambda_high_m,62,0.8353052833601683
CMC200,0.3,1.0,low_lambda_high_m,63,0.83530524489222
CMC200,0.3,1.0,low_lambda_high_m,64,0.8353052293675836
CMC200,0.3,1.0,low_lambda_high_m,65,0.8353052107692961
CMC200,0.3,1.0,low_lambda_high_m,66,0.8353051834069908
CMC200,0.3,1.0,low_lambda_high_m,67,0.8353051710925374
CMC200,0.3,1.0,low_lambda_high_m,68,0.8353051567540613
CMC200,0.3,1.0,low_lambda_high_m,69,0.8353051399012843
CMC200,0.3,1.0,low_lambda_high_m,70,0.8353051312044891
CMC200,0.3,1.0,low_lambda_high_m,71,0.8353051260907883
CMC200,0.3,1.0,low_lambda_high_m,72,0.8353051204062183
CMC200,0.3,1.0,low_lambda_high_m,73,0.8353051133811176
CMC200,0.3,1.0,low_lambda_high_m,74,0.8353051045896623
CMC200,0.3,1.0,low_lambda_high_m,75,0.8353050933638109
